"Taxon ID","Genome ID","Genome Name","Antibiotic","Resistant Phenotype","Measurement","Measurement Sign","Measurement Value","Measurement Unit","Laboratory Typing Method","Laboratory Typing Method Version","Laboratory Typing Platform","Vendor","Testing Standard","Testing Standard Year","Computational Method","Computational Method Version","Computational Method Performance","Evidence","Source","PubMed"
760791,"760791.3","Streptococcus pneumoniae GA17570","erythromycin","Resistant","8","=","8","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","clindamycin","Susceptible","0.12","=","0.12","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","meropenem","Intermediate","0.5","=","0.5","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","rifampin","","<=4","<=","4","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","cefotaxime","Susceptible","0.5","=","0.5","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","amoxicillin","Susceptible","1","=","1","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","trimethoprim/sulfamethoxazole","Resistant","8","=","8","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","penicillin","Intermediate","1","=","1","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","levofloxacin","Susceptible","1","=","1","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","vancomycin","Susceptible","0.25","=","0.25","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","cefuroxime","Resistant","4","=","4","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","tetracycline","Susceptible","<=2","<=","2","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","gatifloxacin","Susceptible","<=0.25","<=","0.25","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","chloramphenicol","Susceptible","4","=","4","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","synercid","","<=4","<=","4","","","","","","","","","","","Laboratory Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","amoxicillin/clavulanic acid","","2.0","","2.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 1.00, CI[0.99, 1.00]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","azithromycin","","4.0","","4.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.98, CI[0.97, 0.99]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","chloramphenicol","","4.0","","4.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.98, CI[0.97, 1.00]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","clindamycin","","0.125","","0.125","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.98, CI[0.97, 0.99]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","ceftriaxone","","1.0","","1.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.97, CI[0.94, 0.99]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","cefotaxime","","0.5","","0.5","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.96, CI[0.88, 1.04]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","cefuroxime","","4.0","","4.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.98, CI[0.98, 0.99]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","erythromycin","","8.0","","8.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.95, CI[0.95, 0.96]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","ertapenem","","0.5","","0.5","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 1.00, CI[1.00, 1.00]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","levofloxacin","","1.0","","1.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 1.00, CI[0.99, 1.00]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","linezolid","","2.0","","2.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.99, CI[0.99, 0.99]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","meropenem","","0.5","","0.5","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.99, CI[0.98, 1.00]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","moxifloxacin","","1.0","","1.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 1.00, CI[0.99, 1.00]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","penicillin","","2.0","","2.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.96, CI[0.95, 0.97]","Computational Method","",""
760791,"760791.3","Streptococcus pneumoniae GA17570","tetracycline","","2.0","","2.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.97, CI[0.96, 0.99]","Computational Method","",""
