"Taxon ID","Genome ID","Genome Name","Antibiotic","Resistant Phenotype","Measurement","Measurement Sign","Measurement Value","Measurement Unit","Laboratory Typing Method","Laboratory Typing Method Version","Laboratory Typing Platform","Vendor","Testing Standard","Testing Standard Year","Computational Method","Computational Method Version","Computational Method Performance","Evidence","Source","PubMed"
747,"747.3006","Pasteurella multocida CM2023-0226-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3006","Pasteurella multocida CM2023-0226-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3006","Pasteurella multocida CM2023-0226-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3006","Pasteurella multocida CM2023-0226-0","doxycycline","Nonsusceptible","==1","==","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3006","Pasteurella multocida CM2023-0226-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","amikacin","","==8","==","8","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","gentamicin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","cephalexin","","==4","==","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3005","Pasteurella multocida CM2022-0430-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","amikacin","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","gentamicin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","tetracycline","","==16","==","16","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","doxycycline","Nonsusceptible","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3003","Pasteurella multocida CM2023-0222-2","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","amikacin","","==8","==","8","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","gentamicin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3010","Pasteurella multocida CM2022-0178-2","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","amikacin","","==16","==","16","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","gentamicin","","==8","==","8","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3016","Pasteurella multocida CM2020-1034-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","amoxicillin/clavulanic acid","Susceptible","==0.5/0.25","==","0.5/0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","amikacin","","==16","==","16","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","gentamicin","","==4","==","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3015","Pasteurella multocida CM2021-0098-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","amoxicillin/clavulanic acid","Susceptible","==0.5/0.25","==","0.5/0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","amikacin","","==16","==","16","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","gentamicin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","cephalexin","","==4","==","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","chloramphenicol","","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3017","Pasteurella multocida CM2020-1144-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","amikacin","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","gentamicin","","==1","==","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3021","Pasteurella multocida CM2019-0692-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3002","Pasteurella multocida CM2023-0265-0","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3002","Pasteurella multocida CM2023-0265-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
