"Taxon ID","Genome ID","Genome Name","Antibiotic","Resistant Phenotype","Measurement","Measurement Sign","Measurement Value","Measurement Unit","Laboratory Typing Method","Laboratory Typing Method Version","Laboratory Typing Platform","Vendor","Testing Standard","Testing Standard Year","Computational Method","Computational Method Version","Computational Method Performance","Evidence","Source","PubMed"
747,"747.3007","Pasteurella multocida CM2023-0122-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3007","Pasteurella multocida CM2023-0122-0","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3007","Pasteurella multocida CM2023-0122-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3007","Pasteurella multocida CM2023-0122-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3007","Pasteurella multocida CM2023-0122-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3007","Pasteurella multocida CM2023-0122-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3007","Pasteurella multocida CM2023-0122-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3007","Pasteurella multocida CM2023-0122-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3007","Pasteurella multocida CM2023-0122-0","tetracycline","","==16","==","16","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3007","Pasteurella multocida CM2023-0122-0","doxycycline","Nonsusceptible","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3007","Pasteurella multocida CM2023-0122-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","amikacin","","==16","==","16","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","gentamicin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3022","Pasteurella multocida CM2019-0543-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","amoxicillin/clavulanic acid","Susceptible","==0.5/0.25","==","0.5/0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","amikacin","","==16","==","16","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","gentamicin","","==4","==","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3039","Pasteurella multocida CM2015-0350-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","amikacin","","==8","==","8","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","gentamicin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","doxycycline","Nonsusceptible","==1","==","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3035","Pasteurella multocida CM2017-0740-5","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","amikacin","","==8","==","8","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","gentamicin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3033","Pasteurella multocida CM2018-0111-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","amikacin","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","gentamicin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3018","Pasteurella multocida CM2020-0075-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","amoxicillin/clavulanic acid","Susceptible","==0.5/0.25","==","0.5/0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","amikacin","","==8","==","8","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","gentamicin","","==1","==","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","pradofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","tetracycline","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","doxycycline","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3020","Pasteurella multocida CM2019-0603-0","trimethoprim/sulfamethoxazole","Susceptible","<=0.5/9.5","<=","0.5/9.5","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","amoxicillin/clavulanic acid","Susceptible","<=0.25/0.12","<=","0.25/0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","ampicillin","Susceptible","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","piperacillin/tazobactam","","<=8/4","<=","8/4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","amikacin","","==8","==","8","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","gentamicin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","cefazolin","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","cefpodoxime","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","cefovecin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","ceftazidime","","<=4","<=","4","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","cephalexin","","==2","==","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","chloramphenicol","Susceptible","<=2","<=","2","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","imipenem","Susceptible","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","enrofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","marbofloxacin","","<=0.12","<=","0.12","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","orbifloxacin","","<=1","<=","1","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
747,"747.3023","Pasteurella multocida CM2019-0691-0","pradofloxacin","","<=0.25","<=","0.25","mg/L","MIC","96-Well Plate","Sensititre","Trek Diagnostic Systems","CLSI","","","","","","",""
