csv,fasta_dir,total_rows,matched,unmatched,match_%,output
amr_taxon_1005498_Escherichia_coli.csv,taxon_1005498_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005498_Escherichia_coli_mapped.csv
amr_taxon_1005499_Escherichia_coli.csv,taxon_1005499_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005499_Escherichia_coli_mapped.csv
amr_taxon_1005500_Escherichia_coli.csv,taxon_1005500_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005500_Escherichia_coli_mapped.csv
amr_taxon_1005501_Escherichia_coli.csv,taxon_1005501_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005501_Escherichia_coli_mapped.csv
amr_taxon_1005502_Escherichia_coli.csv,taxon_1005502_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005502_Escherichia_coli_mapped.csv
amr_taxon_1005503_Escherichia_coli.csv,taxon_1005503_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005503_Escherichia_coli_mapped.csv
amr_taxon_1005504_Escherichia_coli.csv,taxon_1005504_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005504_Escherichia_coli_mapped.csv
amr_taxon_1005505_Escherichia_coli.csv,taxon_1005505_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005505_Escherichia_coli_mapped.csv
amr_taxon_1005506_Escherichia_coli.csv,taxon_1005506_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005506_Escherichia_coli_mapped.csv
amr_taxon_1005507_Escherichia_coli.csv,taxon_1005507_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005507_Escherichia_coli_mapped.csv
amr_taxon_1005508_Escherichia_coli.csv,taxon_1005508_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005508_Escherichia_coli_mapped.csv
amr_taxon_1005509_Escherichia_coli.csv,taxon_1005509_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005509_Escherichia_coli_mapped.csv
amr_taxon_1005510_Escherichia_coli.csv,taxon_1005510_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005510_Escherichia_coli_mapped.csv
amr_taxon_1005511_Escherichia_coli.csv,taxon_1005511_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005511_Escherichia_coli_mapped.csv
amr_taxon_1005512_Escherichia_coli.csv,taxon_1005512_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005512_Escherichia_coli_mapped.csv
amr_taxon_1005513_Escherichia_coli.csv,taxon_1005513_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005513_Escherichia_coli_mapped.csv
amr_taxon_1005514_Escherichia_coli.csv,taxon_1005514_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005514_Escherichia_coli_mapped.csv
amr_taxon_1005515_Escherichia_coli.csv,taxon_1005515_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005515_Escherichia_coli_mapped.csv
amr_taxon_1005516_Escherichia_coli.csv,taxon_1005516_Escherichia_coli,63,63,0,100.0,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\mapped_output\amr_taxon_1005516_Escherichia_coli_mapped.csv
