taxon_id,name,rank,species_taxon_id,species_name,genus_taxon_id,genus_name
675516,Mycobacterium tuberculosis SUMu005,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
675517,Mycobacterium tuberculosis SUMu006,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
675518,Mycobacterium tuberculosis SUMu007,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
675519,Mycobacterium tuberculosis SUMu008,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
675520,Mycobacterium tuberculosis SUMu009,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
675521,Mycobacterium tuberculosis SUMu010,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
675522,Mycobacterium tuberculosis SUMu011,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
675523,Mycobacterium tuberculosis SUMu012,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
678932,Auritidibacter ignavus,species,678932,Auritidibacter ignavus,1160973,Auritidibacter
679202,Escherichia coli MS 85-1,strain,562,Escherichia coli,561,Escherichia
679204,Escherichia coli MS 145-7,strain,562,Escherichia coli,561,Escherichia
679205,Escherichia coli MS 124-1,strain,562,Escherichia coli,561,Escherichia
679206,Escherichia coli MS 119-7,strain,562,Escherichia coli,561,Escherichia
679207,Escherichia coli MS 107-1,strain,562,Escherichia coli,561,Escherichia
679895,Escherichia coli BW25113,no rank,562,Escherichia coli,561,Escherichia
680649,Staphylococcus aureus subsp. aureus MR1,strain,1280,Staphylococcus aureus,1279,Staphylococcus
681288,Staphylococcus aureus subsp. aureus ED98,strain,1280,Staphylococcus aureus,1279,Staphylococcus
682797,Salmonella enterica subsp. enterica serovar Kiambu,no rank,28901,Salmonella enterica,590,Salmonella
683082,Campylobacter jejuni subsp. jejuni 1336,strain,197,Campylobacter jejuni,194,Campylobacter
683083,Campylobacter jejuni subsp. jejuni 414,strain,197,Campylobacter jejuni,194,Campylobacter
685038,Escherichia coli O83:H1 str. NRG 857C,strain,562,Escherichia coli,561,Escherichia
685039,Staphylococcus aureus subsp. aureus ED133,strain,1280,Staphylococcus aureus,1279,Staphylococcus
685040,Salmonella enterica subsp. enterica serovar Gallinarum str. 9184,strain,28901,Salmonella enterica,590,Salmonella
687860,Salmonella enterica subsp. enterica serovar Dublin str. ATCC 39184,strain,28901,Salmonella enterica,590,Salmonella
687914,Salmonella enterica subsp. enterica serovar Rissen str. 150,strain,28901,Salmonella enterica,590,Salmonella
687915,Salmonella enterica subsp. enterica serovar Dublin str. SL1438,strain,28901,Salmonella enterica,590,Salmonella
691336,Campylobacter jejuni subsp. jejuni DFVF1099,strain,197,Campylobacter jejuni,194,Campylobacter
691337,Campylobacter jejuni subsp. jejuni 305,strain,197,Campylobacter jejuni,194,Campylobacter
691338,Campylobacter jejuni subsp. jejuni 327,strain,197,Campylobacter jejuni,194,Campylobacter
696406,Escherichia coli UMNK88,strain,562,Escherichia coli,561,Escherichia
696749,Acinetobacter baumannii 1656-2,strain,470,Acinetobacter baumannii,469,Acinetobacter
696864,Salmonella enterica subsp. enterica serovar Enteritidis str. 20037,strain,28901,Salmonella enterica,590,Salmonella
696865,Salmonella enterica subsp. enterica serovar Enteritidis str. SE10,strain,28901,Salmonella enterica,590,Salmonella
696866,Salmonella enterica subsp. enterica serovar Enteritidis str. 13-1,strain,28901,Salmonella enterica,590,Salmonella
696867,Salmonella enterica subsp. enterica serovar Enteritidis str. 18569,strain,28901,Salmonella enterica,590,Salmonella
696868,Salmonella enterica subsp. enterica serovar Enteritidis str. PT23,strain,28901,Salmonella enterica,590,Salmonella
696869,Salmonella enterica subsp. enterica serovar Enteritidis str. 436,strain,28901,Salmonella enterica,590,Salmonella
696870,Salmonella enterica subsp. enterica serovar Enteritidis str. SE8a,strain,28901,Salmonella enterica,590,Salmonella
697283,Streptococcus pneumoniae gamPNI0373,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
698962,Corynebacterium diphtheriae 31A,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698963,Corynebacterium diphtheriae C7 (beta),strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698964,Corynebacterium diphtheriae PW8,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698965,Corynebacterium diphtheriae CDCE 8392,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698966,Corynebacterium diphtheriae 241,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698967,Corynebacterium diphtheriae HC01,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698968,Corynebacterium diphtheriae HC02,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698969,Corynebacterium diphtheriae HC03,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698970,Corynebacterium diphtheriae HC04,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698971,Corynebacterium diphtheriae VA01,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698972,Corynebacterium diphtheriae INCA 402,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
698973,Corynebacterium diphtheriae BH8,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
699034,Clostridioides difficile BI1,strain,1496,Clostridioides difficile,1870884,Clostridioides
699035,Clostridioides difficile M120,strain,1496,Clostridioides difficile,1870884,Clostridioides
701177,Escherichia coli O55:H7 str. CB9615,strain,562,Escherichia coli,561,Escherichia
702430,Escherichia coli O157:H7 str. EC4009,strain,562,Escherichia coli,561,Escherichia
702431,Escherichia coli O157:H7 str. EC4192,strain,562,Escherichia coli,561,Escherichia
702432,Escherichia coli O157:H7 str. EC4084,strain,562,Escherichia coli,561,Escherichia
702433,Escherichia coli O157:H7 str. EC4127,strain,562,Escherichia coli,561,Escherichia
702434,Escherichia coli O157:H7 str. EC4191,strain,562,Escherichia coli,561,Escherichia
702435,Escherichia coli O157:H7 str. EC4205,strain,562,Escherichia coli,561,Escherichia
702436,Escherichia coli O157:H7 str. EC536,strain,562,Escherichia coli,561,Escherichia
702976,Salmonella enterica subsp. enterica serovar Enteritidis str. 22704,strain,28901,Salmonella enterica,590,Salmonella
702978,Salmonella enterica subsp. enterica serovar Enteritidis str. SE30663,strain,28901,Salmonella enterica,590,Salmonella
702979,Salmonella enterica subsp. enterica serovar Enteritidis str. CHS44,strain,28901,Salmonella enterica,590,Salmonella
702980,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4581,strain,28901,Salmonella enterica,590,Salmonella
702982,Salmonella enterica subsp. enterica serovar Saintpaul str. SARA26,strain,28901,Salmonella enterica,590,Salmonella
702983,Salmonella enterica subsp. enterica serovar Paratyphi B str. SARA56,strain,28901,Salmonella enterica,590,Salmonella
702984,Salmonella enterica subsp. enterica serovar Paratyphi B str. SARA61,strain,28901,Salmonella enterica,590,Salmonella
702985,Salmonella enterica subsp. enterica serovar Paratyphi B str. SARA62,strain,28901,Salmonella enterica,590,Salmonella
703339,Staphylococcus aureus 04-02981,strain,1280,Staphylococcus aureus,1279,Staphylococcus
707235,Mycobacterium tuberculosis CTRI-2,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
707237,Mycobacterium tuberculosis CTRI-4,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
710094,Acinetobacter baumannii AB056,strain,470,Acinetobacter baumannii,469,Acinetobacter
710095,Acinetobacter baumannii AB058,strain,470,Acinetobacter baumannii,469,Acinetobacter
710096,Acinetobacter baumannii AB059,strain,470,Acinetobacter baumannii,469,Acinetobacter
714962,Escherichia coli IHE3034,strain,562,Escherichia coli,561,Escherichia
716541,Enterobacter cloacae subsp. cloacae ATCC 13047,strain,550,Enterobacter cloacae,547,Enterobacter
718254,Enterobacter cloacae subsp. cloacae NCTC 9394,strain,550,Enterobacter cloacae,547,Enterobacter
718271,Campylobacter jejuni subsp. jejuni S3,strain,197,Campylobacter jejuni,194,Campylobacter
718274,Salmonella enterica subsp. enterica serovar Typhimurium str. T000240,strain,28901,Salmonella enterica,590,Salmonella
741093,Escherichia coli Xuzhou21,strain,562,Escherichia coli,561,Escherichia
745015,Salmonella enterica subsp. enterica serovar Montevideo str. 315996572,strain,28901,Salmonella enterica,590,Salmonella
745016,Salmonella enterica subsp. enterica serovar Montevideo str. 316111868,strain,28901,Salmonella enterica,590,Salmonella
745017,Salmonella enterica subsp. enterica serovar Montevideo str. 495297-1,strain,28901,Salmonella enterica,590,Salmonella
745018,Salmonella enterica subsp. enterica serovar Montevideo str. 495297-3,strain,28901,Salmonella enterica,590,Salmonella
745019,Salmonella enterica subsp. enterica serovar Montevideo str. 495297-4,strain,28901,Salmonella enterica,590,Salmonella
745020,Salmonella enterica subsp. enterica serovar Montevideo str. 515920-1,strain,28901,Salmonella enterica,590,Salmonella
745021,Salmonella enterica subsp. enterica serovar Montevideo str. 515920-2,strain,28901,Salmonella enterica,590,Salmonella
745022,Salmonella enterica subsp. enterica serovar Montevideo str. 531954,strain,28901,Salmonella enterica,590,Salmonella
745156,Escherichia coli 1303,strain,562,Escherichia coli,561,Escherichia
747367,Mycobacterium tuberculosis HN878,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
747368,Mycobacterium tuberculosis X122,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
747369,Mycobacterium tuberculosis R1207,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
749520,Enterococcus faecium TX0082,strain,1352,Enterococcus faecium,1350,Enterococcus
749521,Enterococcus faecium TX0133A,strain,1352,Enterococcus faecium,1350,Enterococcus
749522,Enterococcus faecium TX0133a01,strain,1352,Enterococcus faecium,1350,Enterococcus
749523,Enterococcus faecium TX0133a04,strain,1352,Enterococcus faecium,1350,Enterococcus
749524,Enterococcus faecium TX0133B,strain,1352,Enterococcus faecium,1350,Enterococcus
749525,Enterococcus faecium TX0133C,strain,1352,Enterococcus faecium,1350,Enterococcus
749527,Escherichia coli MS 21-1,strain,562,Escherichia coli,561,Escherichia
749528,Escherichia coli MS 45-1,strain,562,Escherichia coli,561,Escherichia
749529,Escherichia coli MS 57-2,strain,562,Escherichia coli,561,Escherichia
749530,Escherichia coli MS 60-1,strain,562,Escherichia coli,561,Escherichia
749531,Escherichia coli MS 69-1,strain,562,Escherichia coli,561,Escherichia
749532,Escherichia coli MS 78-1,strain,562,Escherichia coli,561,Escherichia
749533,Escherichia coli MS 84-1,strain,562,Escherichia coli,561,Escherichia
749536,Escherichia coli MS 110-3,strain,562,Escherichia coli,561,Escherichia
749537,Escherichia coli MS 115-1,strain,562,Escherichia coli,561,Escherichia
749538,Escherichia coli MS 116-1,strain,562,Escherichia coli,561,Escherichia
749539,Escherichia coli MS 117-3,strain,562,Escherichia coli,561,Escherichia
749540,Escherichia coli MS 146-1,strain,562,Escherichia coli,561,Escherichia
749541,Escherichia coli MS 153-1,strain,562,Escherichia coli,561,Escherichia
749542,Escherichia coli MS 16-3,strain,562,Escherichia coli,561,Escherichia
749544,Escherichia coli MS 175-1,strain,562,Escherichia coli,561,Escherichia
749545,Escherichia coli MS 182-1,strain,562,Escherichia coli,561,Escherichia
749546,Escherichia coli MS 185-1,strain,562,Escherichia coli,561,Escherichia
749547,Escherichia coli MS 187-1,strain,562,Escherichia coli,561,Escherichia
749548,Escherichia coli MS 196-1,strain,562,Escherichia coli,561,Escherichia
749549,Escherichia coli MS 198-1,strain,562,Escherichia coli,561,Escherichia
749550,Escherichia coli MS 200-1,strain,562,Escherichia coli,561,Escherichia
749930,Salmonella enterica subsp. enterica serovar Tennessee str. 4535,strain,28901,Salmonella enterica,590,Salmonella
749947,Salmonella enterica subsp. enterica serovar Montevideo str. SARB30,strain,28901,Salmonella enterica,590,Salmonella
749948,Salmonella enterica subsp. enterica serovar Montevideo str. LQC 10,strain,28901,Salmonella enterica,590,Salmonella
749949,Salmonella enterica subsp. enterica serovar Montevideo str. NC_MB110209-0054,strain,28901,Salmonella enterica,590,Salmonella
749950,Salmonella enterica subsp. enterica serovar Montevideo str. OH_2009072675,strain,28901,Salmonella enterica,590,Salmonella
749951,Salmonella enterica subsp. enterica serovar Montevideo str. CASC_09SCPH15965,strain,28901,Salmonella enterica,590,Salmonella
749952,Salmonella enterica subsp. enterica serovar Montevideo str. SARB31,strain,28901,Salmonella enterica,590,Salmonella
749953,Salmonella enterica subsp. enterica serovar Montevideo str. ATCC BAA710,strain,28901,Salmonella enterica,590,Salmonella
749960,Salmonella enterica subsp. enterica serovar Senftenberg str. 423984-1,strain,28901,Salmonella enterica,590,Salmonella
749961,Salmonella enterica subsp. enterica serovar Senftenberg str. 423984-2,strain,28901,Salmonella enterica,590,Salmonella
749962,Salmonella enterica subsp. enterica serovar Senftenberg str. NC_MB012510-0038,strain,28901,Salmonella enterica,590,Salmonella
749964,Salmonella enterica subsp. enterica serovar Senftenberg str. 316235162,strain,28901,Salmonella enterica,590,Salmonella
749965,Salmonella enterica subsp. enterica serovar Senftenberg str. 361154004,strain,28901,Salmonella enterica,590,Salmonella
752783,Escherichia coli KD1,strain,562,Escherichia coli,561,Escherichia
752784,Escherichia coli KD2,strain,562,Escherichia coli,561,Escherichia
752785,Escherichia coli 541-15,strain,562,Escherichia coli,561,Escherichia
752786,Escherichia coli 541-1,strain,562,Escherichia coli,561,Escherichia
752787,Escherichia coli 576-1,strain,562,Escherichia coli,561,Escherichia
752788,Escherichia coli 75,strain,562,Escherichia coli,561,Escherichia
752789,Escherichia coli HM605,strain,562,Escherichia coli,561,Escherichia
752790,Escherichia coli CUMT8,strain,562,Escherichia coli,561,Escherichia
753642,Escherichia coli NC101,strain,562,Escherichia coli,561,Escherichia
754025,Staphylococcus aureus subsp. aureus MRSA131,strain,1280,Staphylococcus aureus,1279,Staphylococcus
754026,Staphylococcus aureus subsp. aureus MRSA177,strain,1280,Staphylococcus aureus,1279,Staphylococcus
754077,Shigella sonnei str. Moseley,strain,624,Shigella sonnei,620,Shigella
754078,Escherichia coli G58-1,strain,562,Escherichia coli,561,Escherichia
754079,Escherichia coli 2534-86,strain,562,Escherichia coli,561,Escherichia
754080,Escherichia coli 3030-1,strain,562,Escherichia coli,561,Escherichia
754081,Escherichia coli STEC_O31,strain,562,Escherichia coli,561,Escherichia
754082,Escherichia coli STEC_7v,strain,562,Escherichia coli,561,Escherichia
754083,Escherichia coli STEC_94C,strain,562,Escherichia coli,561,Escherichia
754085,Escherichia coli STEC_C165-02,strain,562,Escherichia coli,561,Escherichia
754086,Escherichia coli STEC_DG131-3,strain,562,Escherichia coli,561,Escherichia
754087,Escherichia coli STEC_EH250,strain,562,Escherichia coli,561,Escherichia
754088,Escherichia coli STEC_H.I.8,strain,562,Escherichia coli,561,Escherichia
754089,Escherichia coli STEC_MHI813,strain,562,Escherichia coli,561,Escherichia
754090,Escherichia coli STEC_S1191,strain,562,Escherichia coli,561,Escherichia
754091,Shigella flexneri CCH060,strain,623,Shigella flexneri,620,Shigella
754092,Shigella flexneri SFJ17B,strain,623,Shigella flexneri,620,Shigella
757417,Mycobacterium tuberculosis H37RvAE,no rank,1773,Mycobacterium tuberculosis,1763,Mycobacterium
757418,Mycobacterium tuberculosis H37RvMA,no rank,1773,Mycobacterium tuberculosis,1763,Mycobacterium
757419,Mycobacterium tuberculosis H37RvCO,no rank,1773,Mycobacterium tuberculosis,1763,Mycobacterium
757420,Mycobacterium tuberculosis H37RvHA,no rank,1773,Mycobacterium tuberculosis,1763,Mycobacterium
757421,Mycobacterium tuberculosis H37RvLP,no rank,1773,Mycobacterium tuberculosis,1763,Mycobacterium
757422,Mycobacterium tuberculosis H37RvJO,no rank,1773,Mycobacterium tuberculosis,1763,Mycobacterium
757425,Campylobacter jejuni subsp. jejuni ICDCCJ07001,strain,197,Campylobacter jejuni,194,Campylobacter
758829,Escherichia coli ECA-0157,strain,562,Escherichia coli,561,Escherichia
758830,Escherichia coli ECA-727,strain,562,Escherichia coli,561,Escherichia
758831,Escherichia coli ECC-1470,strain,562,Escherichia coli,561,Escherichia
758832,Escherichia coli ECC-Z,strain,562,Escherichia coli,561,Escherichia
760742,Streptococcus pneumoniae GA02254,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760743,Streptococcus pneumoniae GA02270,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760744,Streptococcus pneumoniae GA02714,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760745,Streptococcus pneumoniae GA04175,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760746,Streptococcus pneumoniae GA04375,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760747,Streptococcus pneumoniae GA13499,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760748,Streptococcus pneumoniae GA05245,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760749,Streptococcus pneumoniae GA05248,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760750,Streptococcus pneumoniae GA06083,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760754,Streptococcus pneumoniae GA07228,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760755,Streptococcus pneumoniae GA07643,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760756,Streptococcus pneumoniae GA07914,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760758,Streptococcus pneumoniae GA08780,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760760,Streptococcus pneumoniae GA11184,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760763,Streptococcus pneumoniae GA11304,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760764,Streptococcus pneumoniae GA11426,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760765,Streptococcus pneumoniae GA11663,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760766,Streptococcus pneumoniae GA11856,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760767,Streptococcus pneumoniae GA13224,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760769,Streptococcus pneumoniae GA13338,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760770,Streptococcus pneumoniae GA13430,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760771,Streptococcus pneumoniae GA13455,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760772,Streptococcus pneumoniae GA13494,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760773,Streptococcus pneumoniae GA13637,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760774,Streptococcus pneumoniae GA13723,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760775,Streptococcus pneumoniae GA13856,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760776,Streptococcus pneumoniae GA14373,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760777,Streptococcus pneumoniae GA14688,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760778,Streptococcus pneumoniae GA14798,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760779,Streptococcus pneumoniae GA16121,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760780,Streptococcus pneumoniae GA16242,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760781,Streptococcus pneumoniae GA16531,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760782,Streptococcus pneumoniae GA16833,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760784,Streptococcus pneumoniae GA17227,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760785,Streptococcus pneumoniae GA17301,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760786,Streptococcus pneumoniae GA17371,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760787,Streptococcus pneumoniae GA17457,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760788,Streptococcus pneumoniae GA17484,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760790,Streptococcus pneumoniae GA17328,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760791,Streptococcus pneumoniae GA17570,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760792,Streptococcus pneumoniae GA17719,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760793,Streptococcus pneumoniae GA17971,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760794,Streptococcus pneumoniae GA18068,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760795,Streptococcus pneumoniae GA18523,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760797,Streptococcus pneumoniae GA19077,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760798,Streptococcus pneumoniae GA19101,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760799,Streptococcus pneumoniae GA19451,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760800,Streptococcus pneumoniae GA19690,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760801,Streptococcus pneumoniae GA19923,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760802,Streptococcus pneumoniae GA19998,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760803,Streptococcus pneumoniae GA40028,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760804,Streptococcus pneumoniae GA40183,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760805,Streptococcus pneumoniae GA40410,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760806,Streptococcus pneumoniae GA40563,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760808,Streptococcus pneumoniae GA41277,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760809,Streptococcus pneumoniae GA41301,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760810,Streptococcus pneumoniae GA41317,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760811,Streptococcus pneumoniae GA41410,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760812,Streptococcus pneumoniae GA41437,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760813,Streptococcus pneumoniae GA41538,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760814,Streptococcus pneumoniae GA41565,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760815,Streptococcus pneumoniae GA41688,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760816,Streptococcus pneumoniae GA43257,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760817,Streptococcus pneumoniae GA43264,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760818,Streptococcus pneumoniae GA43265,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760819,Streptococcus pneumoniae GA43380,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760820,Streptococcus pneumoniae GA44128,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760821,Streptococcus pneumoniae GA44194,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760822,Streptococcus pneumoniae GA44288,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760823,Streptococcus pneumoniae GA44378,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760824,Streptococcus pneumoniae GA44386,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760825,Streptococcus pneumoniae GA44452,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760826,Streptococcus pneumoniae GA44500,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760827,Streptococcus pneumoniae GA44511,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760828,Streptococcus pneumoniae GA47033,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760829,Streptococcus pneumoniae GA47179,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760830,Streptococcus pneumoniae GA47210,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760831,Streptococcus pneumoniae GA47281,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760832,Streptococcus pneumoniae GA47283,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760833,Streptococcus pneumoniae GA47360,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760834,Streptococcus pneumoniae GA47368,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760835,Streptococcus pneumoniae GA47373,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760837,Streptococcus pneumoniae GA47388,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760838,Streptococcus pneumoniae GA47461,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760839,Streptococcus pneumoniae GA47502,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760840,Streptococcus pneumoniae GA47522,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760841,Streptococcus pneumoniae GA47562,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760842,Streptococcus pneumoniae GA47597,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760843,Streptococcus pneumoniae GA47628,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760844,Streptococcus pneumoniae GA47688,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760845,Streptococcus pneumoniae GA47751,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760846,Streptococcus pneumoniae GA47760,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760847,Streptococcus pneumoniae GA47778,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760848,Streptococcus pneumoniae GA47794,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760850,Streptococcus pneumoniae GA47976,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760851,Streptococcus pneumoniae GA49138,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760852,Streptococcus pneumoniae GA49194,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760854,Streptococcus pneumoniae GA49447,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760855,Streptococcus pneumoniae GA49542,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760856,Streptococcus pneumoniae GA52306,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760858,Streptococcus pneumoniae GA52612,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760859,Streptococcus pneumoniae GA54644,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760860,Streptococcus pneumoniae GA47439,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760861,Streptococcus pneumoniae GA47901,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760862,Streptococcus pneumoniae 6735-05,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760863,Streptococcus pneumoniae 6901-05,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760864,Streptococcus pneumoniae 4027-06,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760865,Streptococcus pneumoniae 6963-05,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760866,Streptococcus pneumoniae 5787-06,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760867,Streptococcus pneumoniae 8190-05,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760868,Streptococcus pneumoniae 5185-06,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760869,Streptococcus pneumoniae 7286-06,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760870,Streptococcus pneumoniae 7879-04,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760871,Streptococcus pneumoniae 5652-06,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760872,Streptococcus pneumoniae 7533-05,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760873,Streptococcus pneumoniae 4075-00,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760876,Streptococcus pneumoniae 3063-00,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760877,Streptococcus pneumoniae EU-NP01,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760878,Streptococcus pneumoniae EU-NP02,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
760879,Streptococcus pneumoniae EU-NP03,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
