taxon_id,name,rank,species_taxon_id,species_name,genus_taxon_id,genus_name
195,Campylobacter coli,species,195,Campylobacter coli,194,Campylobacter
197,Campylobacter jejuni,species,197,Campylobacter jejuni,194,Campylobacter
210,Helicobacter pylori,species,210,Helicobacter pylori,209,Helicobacter
287,Pseudomonas aeruginosa,species,287,Pseudomonas aeruginosa,286,Pseudomonas
292,Burkholderia cepacia,species,292,Burkholderia cepacia,32008,Burkholderia
316,Stutzerimonas stutzeri,species,316,Stutzerimonas stutzeri,2901164,Stutzerimonas
470,Acinetobacter baumannii,species,470,Acinetobacter baumannii,469,Acinetobacter
471,Acinetobacter calcoaceticus,species,471,Acinetobacter calcoaceticus,469,Acinetobacter
480,Moraxella catarrhalis,species,480,Moraxella catarrhalis,475,Moraxella
485,Neisseria gonorrhoeae,species,485,Neisseria gonorrhoeae,482,Neisseria
487,Neisseria meningitidis,species,487,Neisseria meningitidis,482,Neisseria
545,Citrobacter koseri,species,545,Citrobacter koseri,544,Citrobacter
546,Citrobacter freundii,species,546,Citrobacter freundii,544,Citrobacter
548,Klebsiella aerogenes,species,548,Klebsiella aerogenes,570,Klebsiella
550,Enterobacter cloacae,species,550,Enterobacter cloacae,547,Enterobacter
553,Pantoea ananatis,species,553,Pantoea ananatis,53335,Pantoea
571,Klebsiella oxytoca,species,571,Klebsiella oxytoca,570,Klebsiella
573,Klebsiella pneumoniae,species,573,Klebsiella pneumoniae,570,Klebsiella
574,Klebsiella pneumoniae subsp. ozaenae,subspecies,573,Klebsiella pneumoniae,570,Klebsiella
575,Klebsiella planticola,species,575,Klebsiella planticola,570,Klebsiella
576,Klebsiella sp.,species,576,Klebsiella sp.,570,Klebsiella
582,Morganella morganii,species,582,Morganella morganii,581,Morganella
584,Proteus mirabilis,species,584,Proteus mirabilis,583,Proteus
585,Proteus vulgaris,species,585,Proteus vulgaris,583,Proteus
587,Providencia rettgeri,species,587,Providencia rettgeri,586,Providencia
588,Providencia stuartii,species,588,Providencia stuartii,586,Providencia
590,Salmonella,genus,,,590,Salmonella
594,Salmonella enterica subsp. enterica serovar Gallinarum,no rank,28901,Salmonella enterica,590,Salmonella
595,Salmonella enterica subsp. enterica serovar Infantis,no rank,28901,Salmonella enterica,590,Salmonella
596,Salmonella enterica subsp. enterica serovar Muenchen,no rank,28901,Salmonella enterica,590,Salmonella
597,Salmonella enterica subsp. enterica serovar Potsdam,no rank,28901,Salmonella enterica,590,Salmonella
598,Salmonella enterica subsp. enterica serovar Rubislaw,no rank,28901,Salmonella enterica,590,Salmonella
599,Salmonella sp.,species,599,Salmonella sp.,590,Salmonella
600,Salmonella enterica subsp. enterica serovar Thompson,no rank,28901,Salmonella enterica,590,Salmonella
604,Salmonella enterica subsp. enterica serovar Gallinarum/Pullorum,no rank,28901,Salmonella enterica,590,Salmonella
605,Salmonella enterica subsp. enterica serovar Pullorum,no rank,28901,Salmonella enterica,590,Salmonella
607,Salmonella enterica subsp. enterica serovar Abortusequi,no rank,28901,Salmonella enterica,590,Salmonella
611,Salmonella enterica subsp. enterica serovar Heidelberg,no rank,28901,Salmonella enterica,590,Salmonella
614,Serratia liquefaciens,species,614,Serratia liquefaciens,613,Serratia
615,Serratia marcescens,species,615,Serratia marcescens,613,Serratia
616,Serratia sp. (in: enterobacteria),species,616,Serratia sp. (in: enterobacteria),613,Serratia
621,Shigella boydii,species,621,Shigella boydii,620,Shigella
623,Shigella flexneri,species,623,Shigella flexneri,620,Shigella
624,Shigella sonnei,species,624,Shigella sonnei,620,Shigella
630,Yersinia enterocolitica,species,630,Yersinia enterocolitica,629,Yersinia
644,Aeromonas hydrophila,species,644,Aeromonas hydrophila,642,Aeromonas
645,Aeromonas salmonicida,species,645,Aeromonas salmonicida,642,Aeromonas
648,Aeromonas caviae,species,648,Aeromonas caviae,642,Aeromonas
666,Vibrio cholerae,species,666,Vibrio cholerae,662,Vibrio
670,Vibrio parahaemolyticus,species,670,Vibrio parahaemolyticus,662,Vibrio
715,Actinobacillus pleuropneumoniae,species,715,Actinobacillus pleuropneumoniae,713,Actinobacillus
727,Haemophilus influenzae,species,727,Haemophilus influenzae,724,Haemophilus
747,Pasteurella multocida,species,747,Pasteurella multocida,745,Pasteurella
817,Bacteroides fragilis,species,817,Bacteroides fragilis,816,Bacteroides
818,Bacteroides thetaiotaomicron,species,818,Bacteroides thetaiotaomicron,816,Bacteroides
821,Phocaeicola vulgatus,species,821,Phocaeicola vulgatus,909656,Phocaeicola
823,Parabacteroides distasonis,species,823,Parabacteroides distasonis,375288,Parabacteroides
876,Desulfovibrio desulfuricans,species,876,Desulfovibrio desulfuricans,872,Desulfovibrio
1282,Staphylococcus epidermidis,species,1282,Staphylococcus epidermidis,1279,Staphylococcus
1283,Staphylococcus haemolyticus,species,1283,Staphylococcus haemolyticus,1279,Staphylococcus
1288,Staphylococcus xylosus,species,1288,Staphylococcus xylosus,1279,Staphylococcus
1290,Staphylococcus hominis,species,1290,Staphylococcus hominis,1279,Staphylococcus
1302,Streptococcus gordonii,species,1302,Streptococcus gordonii,1301,Streptococcus
1303,Streptococcus oralis,species,1303,Streptococcus oralis,1301,Streptococcus
1306,Streptococcus sp.,species,1306,Streptococcus sp.,1301,Streptococcus
1307,Streptococcus suis,species,1307,Streptococcus suis,1301,Streptococcus
1311,Streptococcus agalactiae,species,1311,Streptococcus agalactiae,1301,Streptococcus
1314,Streptococcus pyogenes,species,1314,Streptococcus pyogenes,1301,Streptococcus
1334,Streptococcus dysgalactiae,species,1334,Streptococcus dysgalactiae,1301,Streptococcus
1349,Streptococcus uberis,species,1349,Streptococcus uberis,1301,Streptococcus
1350,Enterococcus,genus,,,1350,Enterococcus
1351,Enterococcus faecalis,species,1351,Enterococcus faecalis,1350,Enterococcus
1392,Bacillus anthracis,species,1392,Bacillus anthracis,1386,Bacillus
1496,Clostridioides difficile,species,1496,Clostridioides difficile,1870884,Clostridioides
1638,Listeria ivanovii,species,1638,Listeria ivanovii,1637,Listeria
1639,Listeria monocytogenes,species,1639,Listeria monocytogenes,1637,Listeria
1718,Corynebacterium glutamicum,species,1718,Corynebacterium glutamicum,1716,Corynebacterium
1720,Corynebacterium sp.,species,1720,Corynebacterium sp.,1716,Corynebacterium
1765,Mycobacterium tuberculosis variant bovis,biotype,1773,Mycobacterium tuberculosis,1763,Mycobacterium
1797,Mycolicibacterium thermoresistibile,species,1797,Mycolicibacterium thermoresistibile,1866885,Mycolicibacterium
1798,Mycolicibacillus trivialis,species,1798,Mycolicibacillus trivialis,2126281,Mycolicibacillus
1799,Mycolicibacterium aichiense,species,1799,Mycolicibacterium aichiense,1866885,Mycolicibacterium
1800,Mycolicibacterium chubuense,species,1800,Mycolicibacterium chubuense,1866885,Mycolicibacterium
1801,Mycolicibacterium diernhoferi,species,1801,Mycolicibacterium diernhoferi,1866885,Mycolicibacterium
1802,Mycobacterium farcinogenes,species,1802,Mycobacterium farcinogenes,1763,Mycobacterium
1804,Mycolicibacterium gilvum,species,1804,Mycolicibacterium gilvum,1866885,Mycolicibacterium
1806,Mycobacterium tuberculosis variant microti,biotype,1773,Mycobacterium tuberculosis,1763,Mycobacterium
1807,Mycolicibacterium obuense,species,1807,Mycolicibacterium obuense,1866885,Mycolicibacterium
1809,Mycobacterium ulcerans,species,1809,Mycobacterium ulcerans,1763,Mycobacterium
1810,Mycolicibacterium vaccae,species,1810,Mycolicibacterium vaccae,1866885,Mycolicibacterium
1811,Mycobacterium hyorhinis,species,1811,Mycobacterium hyorhinis,1763,Mycobacterium
1813,Amycolatopsis,genus,,,1813,Amycolatopsis
28035,Staphylococcus lugdunensis,species,28035,Staphylococcus lugdunensis,1279,Staphylococcus
28037,Streptococcus mitis,species,28037,Streptococcus mitis,1301,Streptococcus
28116,Bacteroides ovatus,species,28116,Bacteroides ovatus,816,Bacteroides
28141,Cronobacter sakazakii,species,28141,Cronobacter sakazakii,413496,Cronobacter
28142,Salmonella enterica subsp. enterica serovar Berta,no rank,28901,Salmonella enterica,590,Salmonella
28144,Salmonella enterica subsp. enterica serovar Derby,no rank,28901,Salmonella enterica,590,Salmonella
28147,Salmonella enterica subsp. enterica serovar Oranienburg,no rank,28901,Salmonella enterica,590,Salmonella
28150,Salmonella enterica subsp. enterica serovar Senftenberg,no rank,28901,Salmonella enterica,590,Salmonella
28152,Yersinia kristensenii,species,28152,Yersinia kristensenii,629,Yersinia
28172,Vibrio metschnikovii,species,28172,Vibrio metschnikovii,662,Vibrio
28197,Aliarcobacter butzleri,species,28197,Aliarcobacter butzleri,2321111,Aliarcobacter
28450,Burkholderia pseudomallei,species,28450,Burkholderia pseudomallei,32008,Burkholderia
29385,Staphylococcus saprophyticus,species,29385,Staphylococcus saprophyticus,1279,Staphylococcus
29472,Salmonella enterica subsp. enterica serovar Panama,no rank,28901,Salmonella enterica,590,Salmonella
29473,Salmonella enterica subsp. enterica serovar Adelaide,no rank,28901,Salmonella enterica,590,Salmonella
29474,Salmonella enterica subsp. enterica serovar California,no rank,28901,Salmonella enterica,590,Salmonella
29477,Salmonella enterica subsp. enterica serovar Essen,no rank,28901,Salmonella enterica,590,Salmonella
29480,Salmonella enterica subsp. enterica serovar Monschaui,no rank,28901,Salmonella enterica,590,Salmonella
29482,Salmonella enterica subsp. enterica serovar Abony,no rank,28901,Salmonella enterica,590,Salmonella
32002,Achromobacter denitrificans,species,32002,Achromobacter denitrificans,222,Achromobacter
32021,Campylobacter jejuni subsp. doylei,subspecies,197,Campylobacter jejuni,194,Campylobacter
32022,Campylobacter jejuni subsp. jejuni,subspecies,197,Campylobacter jejuni,194,Campylobacter
33010,Cutibacterium avidum,species,33010,Cutibacterium avidum,1912216,Cutibacterium
33892,Mycobacterium tuberculosis variant bovis BCG,no rank,1773,Mycobacterium tuberculosis,1763,Mycobacterium
33894,Mycobacterium tuberculosis variant africanum,biotype,1773,Mycobacterium tuberculosis,1763,Mycobacterium
34039,Salmonella enterica subsp. enterica serovar Banana,no rank,28901,Salmonella enterica,590,Salmonella
35703,Citrobacter amalonaticus,species,35703,Citrobacter amalonaticus,544,Citrobacter
36809,Mycobacteroides abscessus,species,36809,Mycobacteroides abscessus,670516,Mycobacteroides
37734,Enterococcus casseliflavus,species,37734,Enterococcus casseliflavus,1350,Enterococcus
37762,Escherichia coli B,strain,562,Escherichia coli,561,Escherichia
39831,Klebsiella pneumoniae subsp. rhinoscleromatis,subspecies,573,Klebsiella pneumoniae,570,Klebsiella
40216,Acinetobacter radioresistens,species,40216,Acinetobacter radioresistens,469,Acinetobacter
40324,Stenotrophomonas maltophilia,species,40324,Stenotrophomonas maltophilia,40323,Stenotrophomonas
41434,Shigella flexneri 1b,serotype,623,Shigella flexneri,620,Shigella
41514,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-",no rank,28901,Salmonella enterica,590,Salmonella
41517,Salmonella enterica subsp. salamae serovar 58:d:z6,no rank,28901,Salmonella enterica,590,Salmonella
41520,"Salmonella enterica subsp. VII serovar 1,40:g,z51:--",no rank,28901,Salmonella enterica,590,Salmonella
41524,"Salmonella enterica subsp. houtenae serovar 16:z4,z32:--",no rank,28901,Salmonella enterica,590,Salmonella
41529,Salmonella enterica subsp. enterica serovar Typhisuis,no rank,28901,Salmonella enterica,590,Salmonella
42895,Enterobacter sp.,species,42895,Enterobacter sp.,547,Enterobacter
42897,Shigella flexneri 2a,serotype,623,Shigella flexneri,620,Shigella
43770,Corynebacterium striatum,species,43770,Corynebacterium striatum,1716,Corynebacterium
44008,Enterococcus cecorum,species,44008,Enterococcus cecorum,1350,Enterococcus
46503,Parabacteroides merdae,species,46503,Parabacteroides merdae,375288,Parabacteroides
46626,Salmonella enterica subsp. enterica serovar Give,no rank,28901,Salmonella enterica,590,Salmonella
47678,Bacteroides caccae,species,47678,Bacteroides caccae,816,Bacteroides
47885,Pseudomonas oryzihabitans,species,47885,Pseudomonas oryzihabitans,286,Pseudomonas
48296,Acinetobacter pittii,species,48296,Acinetobacter pittii,469,Acinetobacter
48409,Salmonella enterica subsp. enterica serovar Virchow,no rank,28901,Salmonella enterica,590,Salmonella
51288,Kluyvera ascorbata,species,51288,Kluyvera ascorbata,579,Kluyvera
51665,Aerococcus urinaeequi,species,51665,Aerococcus urinaeequi,1375,Aerococcus
53961,Salmonella enterica subsp. enterica serovar Abortusovis,no rank,28901,Salmonella enterica,590,Salmonella
54291,Klebsiella ornithinolytica,species,54291,Klebsiella ornithinolytica,570,Klebsiella
54388,Salmonella enterica subsp. enterica serovar Paratyphi A,no rank,28901,Salmonella enterica,590,Salmonella
55211,Erwinia persicina,species,55211,Erwinia persicina,551,Erwinia
55400,Salmonella enterica subsp. enterica serovar Borreze,no rank,28901,Salmonella enterica,590,Salmonella
57045,Salmonella enterica subsp. enterica serovar Paratyphi B,no rank,28901,Salmonella enterica,590,Salmonella
57046,Salmonella enterica subsp. enterica serovar Paratyphi C,no rank,28901,Salmonella enterica,590,Salmonella
57706,Citrobacter braakii,species,57706,Citrobacter braakii,544,Citrobacter
57741,Salmonella enterica subsp. enterica serovar Blockley,no rank,28901,Salmonella enterica,590,Salmonella
57743,Salmonella enterica subsp. enterica serovar Weltevreden,no rank,28901,Salmonella enterica,590,Salmonella
58095,Salmonella enterica subsp. enterica serovar Agona,no rank,28901,Salmonella enterica,590,Salmonella
58096,Salmonella enterica subsp. enterica serovar Bareilly,no rank,28901,Salmonella enterica,590,Salmonella
58097,Salmonella enterica subsp. enterica serovar Bovismorbificans,no rank,28901,Salmonella enterica,590,Salmonella
58100,Salmonella enterica subsp. houtenae serovar Houten,no rank,28901,Salmonella enterica,590,Salmonella
58101,Salmonella enterica subsp. enterica serovar Waycross,no rank,28901,Salmonella enterica,590,Salmonella
58712,Salmonella enterica subsp. enterica serovar Anatum,no rank,28901,Salmonella enterica,590,Salmonella
59201,Salmonella enterica subsp. enterica,subspecies,28901,Salmonella enterica,590,Salmonella
59202,Salmonella enterica subsp. salamae,subspecies,28901,Salmonella enterica,590,Salmonella
59203,Salmonella enterica subsp. arizonae,subspecies,28901,Salmonella enterica,590,Salmonella
59204,Salmonella enterica subsp. diarizonae,subspecies,28901,Salmonella enterica,590,Salmonella
59205,Salmonella enterica subsp. houtenae,subspecies,28901,Salmonella enterica,590,Salmonella
59207,Salmonella enterica subsp. indica,subspecies,28901,Salmonella enterica,590,Salmonella
60550,Burkholderia pyrrocinia,species,60550,Burkholderia pyrrocinia,32008,Burkholderia
61645,Enterobacter asburiae,species,61645,Enterobacter asburiae,547,Enterobacter
61647,Pluralibacter gergoviae,species,61647,Pluralibacter gergoviae,1330546,Pluralibacter
61652,Serratia rubidaea,species,61652,Serratia rubidaea,613,Serratia
67824,Citrobacter farmeri,species,67824,Citrobacter farmeri,544,Citrobacter
67826,Citrobacter sedlakii,species,67826,Citrobacter sedlakii,544,Citrobacter
69218,Enterobacter cancerogenus,species,69218,Enterobacter cancerogenus,547,Enterobacter
69219,Enterobacter cloacae subsp. dissolvens,subspecies,550,Enterobacter cloacae,547,Enterobacter
70803,Salmonella enterica subsp. enterica serovar Minnesota,no rank,28901,Salmonella enterica,590,Salmonella
71452,Enterococcus raffinosus,species,71452,Enterococcus raffinosus,1350,Enterococcus
72758,Staphylococcus capitis subsp. capitis,subspecies,29388,Staphylococcus capitis,1279,Staphylococcus
74703,Staphylococcus capitis subsp. urealyticus,subspecies,29388,Staphylococcus capitis,1279,Staphylococcus
76759,Pseudomonas monteilii,species,76759,Pseudomonas monteilii,286,Pseudomonas
78331,Mycobacterium canetti,species,78331,Mycobacterium canetti,1763,Mycobacterium
82689,Salmonella enterica subsp. enterica serovar Muenster,no rank,28901,Salmonella enterica,590,Salmonella
83331,Mycobacterium tuberculosis CDC1551,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
83332,Mycobacterium tuberculosis H37Rv,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
83333,Escherichia coli K-12,strain,562,Escherichia coli,561,Escherichia
83334,Escherichia coli O157:H7,no rank,562,Escherichia coli,561,Escherichia
83655,Leclercia adecarboxylata,species,83655,Leclercia adecarboxylata,83654,Leclercia
85569,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,strain,28901,Salmonella enterica,590,Salmonella
87883,Burkholderia multivorans,species,87883,Burkholderia multivorans,32008,Burkholderia
90105,Salmonella enterica subsp. enterica serovar Saintpaul,no rank,28901,Salmonella enterica,590,Salmonella
93061,Staphylococcus aureus subsp. aureus NCTC 8325,strain,1280,Staphylococcus aureus,1279,Staphylococcus
93062,Staphylococcus aureus subsp. aureus COL,strain,1280,Staphylococcus aureus,1279,Staphylococcus
95486,Burkholderia cenocepacia,species,95486,Burkholderia cenocepacia,32008,Burkholderia
98360,Salmonella enterica subsp. enterica serovar Dublin,no rank,28901,Salmonella enterica,590,Salmonella
99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,strain,28901,Salmonella enterica,590,Salmonella
106654,Acinetobacter nosocomialis,species,106654,Acinetobacter nosocomialis,469,Acinetobacter
108619,Salmonella enterica subsp. enterica serovar Newport,no rank,28901,Salmonella enterica,590,Salmonella
108981,Acinetobacter schindleri,species,108981,Acinetobacter schindleri,469,Acinetobacter
115862,Mycobacterium tuberculosis variant caprae,biotype,1773,Mycobacterium tuberculosis,1763,Mycobacterium
115981,Salmonella enterica subsp. enterica serovar Montevideo,no rank,28901,Salmonella enterica,590,Salmonella
117541,Salmonella enterica subsp. enterica serovar Ohio,no rank,28901,Salmonella enterica,590,Salmonella
119206,Aerococcus sanguinicola,species,119206,Aerococcus sanguinicola,1375,Aerococcus
119912,Salmonella enterica subsp. enterica serovar Choleraesuis,no rank,28901,Salmonella enterica,590,Salmonella
126385,Providencia alcalifaciens,species,126385,Providencia alcalifaciens,586,Providencia
127906,Vibrio cholerae O1,serogroup,666,Vibrio cholerae,662,Vibrio
133448,Citrobacter youngae,species,133448,Citrobacter youngae,544,Citrobacter
134047,Salmonella enterica subsp. enterica serovar Bredeney,no rank,28901,Salmonella enterica,590,Salmonella
134375,Achromobacter sp.,species,134375,Achromobacter sp.,222,Achromobacter
140099,Salmonella enterica subsp. enterica serovar Virginia,no rank,28901,Salmonella enterica,590,Salmonella
143221,Salmonella enterica subsp. enterica serovar Tennessee,no rank,28901,Salmonella enterica,590,Salmonella
149384,Salmonella enterica subsp. enterica serovar Wien,no rank,28901,Salmonella enterica,590,Salmonella
149385,Salmonella enterica subsp. enterica serovar Hadar,no rank,28901,Salmonella enterica,590,Salmonella
149386,Salmonella enterica subsp. enterica serovar Chester,no rank,28901,Salmonella enterica,590,Salmonella
149387,Salmonella enterica subsp. enterica serovar Brandenburg,no rank,28901,Salmonella enterica,590,Salmonella
149388,Salmonella enterica subsp. enterica serovar Mikawasima,no rank,28901,Salmonella enterica,590,Salmonella
149390,Salmonella enterica subsp. enterica serovar London,no rank,28901,Salmonella enterica,590,Salmonella
149391,Salmonella enterica subsp. enterica serovar Braenderup,no rank,28901,Salmonella enterica,590,Salmonella
149539,Salmonella enterica subsp. enterica serovar Enteritidis,no rank,28901,Salmonella enterica,590,Salmonella
150053,Yersinia enterocolitica subsp. palearctica,subspecies,630,Yersinia enterocolitica,629,Yersinia
155864,Escherichia coli O157:H7 str. EDL933,strain,562,Escherichia coli,561,Escherichia
158822,Cedecea neteri,species,158822,Cedecea neteri,158483,Cedecea
158836,Enterobacter hormaechei,species,158836,Enterobacter hormaechei,547,Enterobacter
158878,Staphylococcus aureus subsp. aureus Mu50,strain,1280,Staphylococcus aureus,1279,Staphylococcus
158879,Staphylococcus aureus subsp. aureus N315,strain,1280,Staphylococcus aureus,1279,Staphylococcus
164513,Mycobacterium tuberculosis 210,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
165302,Salmonella enterica subsp. enterica serovar Reading,no rank,28901,Salmonella enterica,590,Salmonella
168807,Escherichia coli O127:H6,no rank,562,Escherichia coli,561,Escherichia
168927,Escherichia coli O111:H-,no rank,562,Escherichia coli,561,Escherichia
170187,Streptococcus pneumoniae TIGR4,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
170573,Staphylococcus pettenkoferi,species,170573,Staphylococcus pettenkoferi,1279,Staphylococcus
171101,Streptococcus pneumoniae R6,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
179997,Salmonella enterica subsp. enterica serovar Havana,no rank,28901,Salmonella enterica,590,Salmonella
180434,Morganella morganii subsp. morganii,subspecies,582,Morganella morganii,581,Morganella
182785,Mycobacterium tuberculosis subsp. tuberculosis,subspecies,1773,Mycobacterium tuberculosis,1763,Mycobacterium
183192,Escherichia coli O157:H-,no rank,562,Escherichia coli,561,Escherichia
189201,Salmonella enterica subsp. enterica serovar Cubana,no rank,28901,Salmonella enterica,590,Salmonella
189423,Streptococcus pneumoniae 670-6B,strain,1313,Streptococcus pneumoniae,1301,Streptococcus
192222,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,strain,197,Campylobacter jejuni,194,Campylobacter
192953,Salmonella enterica subsp. enterica serovar Stanley,no rank,28901,Salmonella enterica,590,Salmonella
192954,Salmonella enterica subsp. enterica serovar Mbandaka,no rank,28901,Salmonella enterica,590,Salmonella
192955,Salmonella enterica subsp. enterica serovar Kentucky,no rank,28901,Salmonella enterica,590,Salmonella
192956,Salmonella enterica subsp. enterica serovar Haifa,no rank,28901,Salmonella enterica,590,Salmonella
195099,Campylobacter jejuni RM1221,strain,197,Campylobacter jejuni,194,Campylobacter
196620,Staphylococcus aureus subsp. aureus MW2,strain,1280,Staphylococcus aureus,1279,Staphylococcus
198214,Shigella flexneri 2a str. 301,strain,623,Shigella flexneri,620,Shigella
198215,Shigella flexneri 2a str. 2457T,strain,623,Shigella flexneri,620,Shigella
199310,Escherichia coli CFT073,strain,562,Escherichia coli,561,Escherichia
208224,Enterobacter kobei,species,208224,Enterobacter kobei,547,Enterobacter
208963,Pseudomonas aeruginosa UCBPP-PA14,strain,287,Pseudomonas aeruginosa,286,Pseudomonas
208964,Pseudomonas aeruginosa PAO1,strain,287,Pseudomonas aeruginosa,286,Pseudomonas
209261,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,strain,28901,Salmonella enterica,590,Salmonella
211968,Salmonella enterica subsp. enterica serovar Albany,no rank,28901,Salmonella enterica,590,Salmonella
216592,Escherichia coli 042,strain,562,Escherichia coli,561,Escherichia
216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,strain,28901,Salmonella enterica,590,Salmonella
216599,Shigella sonnei 53G,strain,624,Shigella sonnei,620,Shigella
216804,Salmonella enterica subsp. enterica serovar Liverpool,no rank,28901,Salmonella enterica,590,Salmonella
218495,Streptococcus uberis 0140J,strain,1349,Streptococcus uberis,1301,Streptococcus
220341,Salmonella enterica subsp. enterica serovar Typhi str. CT18,strain,28901,Salmonella enterica,590,Salmonella
224727,Salmonella enterica subsp. enterica serovar Kottbus,no rank,28901,Salmonella enterica,590,Salmonella
224729,Salmonella enterica subsp. enterica serovar Paratyphi B var. L(+) tartrate +,strain,28901,Salmonella enterica,590,Salmonella
242231,Neisseria gonorrhoeae FA 1090,strain,485,Neisseria gonorrhoeae,482,Neisseria
244319,Escherichia coli O26:H11,no rank,562,Escherichia coli,561,Escherichia
244366,Klebsiella variicola,species,244366,Klebsiella variicola,570,Klebsiella
257309,Corynebacterium diphtheriae NCTC 13129,strain,1717,Corynebacterium diphtheriae,1716,Corynebacterium
260367,Salmonella enterica subsp. enterica serovar Aberdeen,no rank,28901,Salmonella enterica,590,Salmonella
260368,Salmonella enterica subsp. enterica serovar Bergen,no rank,28901,Salmonella enterica,590,Salmonella
260677,Salmonella enterica subsp. enterica serovar Urbana,no rank,28901,Salmonella enterica,590,Salmonella
260678,Salmonella enterica subsp. enterica serovar Goldcoast,no rank,28901,Salmonella enterica,590,Salmonella
260680,Salmonella enterica subsp. enterica serovar Livingstone,no rank,28901,Salmonella enterica,590,Salmonella
260681,Salmonella enterica subsp. enterica serovar Grumpensis,no rank,28901,Salmonella enterica,590,Salmonella
272563,Clostridioides difficile 630,strain,1496,Clostridioides difficile,1870884,Clostridioides
272620,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,strain,573,Klebsiella pneumoniae,570,Klebsiella
273036,Staphylococcus aureus RF122,strain,1280,Staphylococcus aureus,1279,Staphylococcus
282458,Staphylococcus aureus subsp. aureus MRSA252,strain,1280,Staphylococcus aureus,1279,Staphylococcus
282459,Staphylococcus aureus subsp. aureus MSSA476,strain,1280,Staphylococcus aureus,1279,Staphylococcus
286780,Salmonella enterica subsp. enterica serovar Miami,no rank,28901,Salmonella enterica,590,Salmonella
286782,Salmonella enterica subsp. enterica serovar Stanleyville,no rank,28901,Salmonella enterica,590,Salmonella
286783,Salmonella enterica subsp. enterica serovar Indiana,no rank,28901,Salmonella enterica,590,Salmonella
286784,Salmonella enterica subsp. enterica serovar Emek,no rank,28901,Salmonella enterica,590,Salmonella
295319,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,strain,28901,Salmonella enterica,590,Salmonella
297361,Salmonella enterica subsp. salamae serovar Greenside,no rank,28901,Salmonella enterica,590,Salmonella
299766,Enterobacter hormaechei subsp. steigerwaltii,subspecies,158836,Enterobacter hormaechei,547,Enterobacter
299767,Enterobacter ludwigii,species,299767,Enterobacter ludwigii,547,Enterobacter
300181,Serratia ureilytica,species,300181,Serratia ureilytica,613,Serratia
300269,Shigella sonnei Ss046,strain,624,Shigella sonnei,620,Shigella
301102,Enterobacter hormaechei subsp. oharae,subspecies,158836,Enterobacter hormaechei,547,Enterobacter
301105,Enterobacter hormaechei subsp. hormaechei,subspecies,158836,Enterobacter hormaechei,547,Enterobacter
306254,Campylobacter coli RM2228,strain,195,Campylobacter coli,194,Campylobacter
310300,Bacteroides pyogenes,species,310300,Bacteroides pyogenes,816,Bacteroides
316385,Escherichia coli str. K-12 substr. DH10B,no rank,562,Escherichia coli,561,Escherichia
316401,Escherichia coli ETEC H10407,strain,562,Escherichia coli,561,Escherichia
316407,Escherichia coli str. K-12 substr. W3110,no rank,562,Escherichia coli,561,Escherichia
316435,Escherichia coli Nissle 1917,strain,562,Escherichia coli,561,Escherichia
321314,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,strain,28901,Salmonella enterica,590,Salmonella
331111,Escherichia coli O139:H28 str. E24377A,strain,562,Escherichia coli,561,Escherichia
331112,Escherichia coli HS,strain,562,Escherichia coli,561,Escherichia
333849,Enterococcus faecium DO,strain,1352,Enterococcus faecium,1350,Enterococcus
336306,Enterobacter cloacae subsp. cloacae,subspecies,550,Enterobacter cloacae,547,Enterobacter
336982,Mycobacterium tuberculosis F11,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
340184,Escherichia coli B7A,strain,562,Escherichia coli,561,Escherichia
340185,Escherichia coli E22,no rank,562,Escherichia coli,561,Escherichia
340186,Escherichia coli E110019,strain,562,Escherichia coli,561,Escherichia
340188,Salmonella enterica subsp. enterica serovar Cerro,no rank,28901,Salmonella enterica,590,Salmonella
340189,Salmonella enterica subsp. enterica serovar Manhattan,no rank,28901,Salmonella enterica,590,Salmonella
340190,Salmonella enterica subsp. enterica serovar Schwarzengrund,no rank,28901,Salmonella enterica,590,Salmonella
340197,Escherichia coli F11,strain,562,Escherichia coli,561,Escherichia
344601,Escherichia coli B171,strain,562,Escherichia coli,561,Escherichia
344610,Escherichia coli 53638,strain,562,Escherichia coli,561,Escherichia
348776,Mycobacterium tuberculosis C,strain,1773,Mycobacterium tuberculosis,1763,Mycobacterium
350703,Pseudomonas aeruginosa 2192,strain,287,Pseudomonas aeruginosa,286,Pseudomonas
350704,Pseudomonas aeruginosa C3719,strain,287,Pseudomonas aeruginosa,286,Pseudomonas
